bill_id,retailer_name,order_date,email,product,product_category,quantity,price,payment_method,commission,payment_terms,final_price,payment_status,billing_address,promotion
4960161345,Welby,08/01/2024,wbloodad@go.com,mustard oil,oil,5,800,debit card,0.9%,50%,792,pending,000 Park Meadow Road,true
5277319573,Maurita,05/01/2024,mdietmarae@dedecms.com,mustard oil,oil,14,2240,debit card,0.9%,100%,2128,paid,24782 Pearson Avenue,true
4677578176,Herta,27/01/2024,holdcroftaf@statcounter.com,coconut oil,oil,12,2400,PayPal,2%,90%,2328,pending,042 Dovetail Circle,true
8193569954,Rowan,13/01/2024,rkennerag@1und1.de,olive oil,oil,24,5280,PayPal,2%,100%,5016,paid,9 Shopko Hill,false
7646035440,Bradford,23/04/2024,bcozinsah@ask.com,olive oil,oil,16,3520,PayPal,0.9%,100%,3344,paid,612 Claremont Street,false
6997749623,Halsy,01/02/2024,hspurmanai@umich.edu,olive oil,oil,14,3080,credit card,1%,80%,3018.4,pending,08287 Warner Drive,true
6505651365,Karlotte,31/01/2024,kdanilewiczaj@shutterfly.com,coconut oil,oil,13,2600,PayPal,2%,90%,2522,pending,2 Sherman Circle,false
7960908419,Abby,22/02/2024,amcelmurrayak@geocities.jp,olive oil,oil,2,440,credit card,1%,80%,431.2,pending,01 Emmet Alley,false
3064779893,Guss,26/01/2024,gdyeral@cisco.com,coconut oil,oil,23,4600,Gpay,0.9%,90%,4462,pending,919 2nd Parkway,true
5056251828,Dulcea,10/03/2024,dbezantsam@shutterfly.com,olive oil,oil,15,3300,cash,1%,80%,3234,pending,96741 Mesta Drive,true
7881187131,Shellie,19/04/2024,sbrowningan@patch.com,mustard oil,oil,14,2240,Gpay,0.9%,50%,2217.6,pending,53368 Logan Center,true
0022830448,Dorry,03/04/2024,dscreechao@yahoo.com,coconut oil,oil,25,5000,cash,0.9%,80%,4900,pending,66611 Helena Center,false
8769227888,Heloise,22/01/2024,hnickolsap@guardian.co.uk,palm oil,oil,16,1920,credit card,2%,90%,1862.4,pending,12160 Lukken Street,true
6316418388,Xylia,04/04/2024,xrandsaq@wufoo.com,palm oil,oil,11,1320,cash,2%,90%,1280.4,pending,9 Dixon Trail,false
5393152299,Regan,26/01/2024,rfeatherbiear@narod.ru,palm oil,oil,3,360,cash,2%,50%,356.4,pending,3331 Forster Center,true
9910937182,Martynne,22/04/2024,mcolinas@hostgator.com,mustard oil,oil,18,2880,PayPal,1%,80%,2822.4,pending,10 Larry Terrace,false
4581057957,Darbee,06/02/2024,dfudgeat@alibaba.com,mustard oil,oil,24,3840,debit card,1%,50%,3801.6,pending,1 Independence Avenue,false
3914939885,Maryann,11/02/2024,msacklerau@miibeian.gov.cn,coconut oil,oil,11,2200,Gpay,0.9%,90%,2134,pending,54549 Hintze Junction,false
3290178455,Cammy,28/04/2024,cvlasenkovav@nationalgeographic.com,olive oil,oil,4,880,PayPal,0.9%,90%,853.6,pending,3806 Bunker Hill Alley,false
2491768356,Lucian,14/03/2024,liansonaw@amazon.co.jp,palm oil,oil,10,1200,Gpay,0.9%,80%,1176,pending,37 Granby Circle,false
6675829696,Orsa,30/04/2024,ogaymarax@yandex.ru,mustard oil,oil,11,1760,PayPal,1%,100%,1672,paid,600 Sutherland Hill,true
7703576328,Darwin,06/01/2024,dmacalpineay@trellian.com,olive oil,oil,19,4180,Gpay,1%,90%,4054.6,pending,175 Debra Lane,false
1441148434,Idell,20/02/2024,itroakeaz@deviantart.com,olive oil,oil,12,2640,PayPal,1%,90%,2560.8,pending,922 International Trail,true
3185077156,Ilysa,17/04/2024,ityeb0@naver.com,palm oil,oil,1,120,credit card,1%,50%,118.8,pending,662 Corben Pass,true
6573009576,Hillel,06/04/2024,hdeavesb1@people.com.cn,coconut oil,oil,23,4600,cash,2%,50%,4554,pending,75739 Schiller Parkway,true
0387838287,Tera,27/02/2024,twebbb2@joomla.org,Sunflower oil,oil,5,750,credit card,2%,90%,727.5,pending,77637 Cottonwood Avenue,false
6120558543,Kirby,18/03/2024,kbumb3@hp.com,palm oil,oil,16,1920,PayPal,2%,100%,1824,paid,008 Arkansas Parkway,false
3405745713,Ingram,07/03/2024,iabbettb4@omniture.com,Sunflower oil,oil,1,150,PayPal,0.9%,90%,145.5,pending,075 Park Meadow Way,true
1627910948,Prentice,18/03/2024,pbrisardb5@lulu.com,coconut oil,oil,2,400,credit card,1%,100%,380,paid,31 Ludington Way,false
9486602859,Sidoney,04/01/2024,smoulesb6@scientificamerican.com,coconut oil,oil,23,4600,PayPal,0.9%,50%,4554,pending,2 Dottie Circle,true
8683391337,Rheta,09/02/2024,rjosselb7@nih.gov,olive oil,oil,9,1980,debit card,1%,50%,1960.2,pending,2 Coleman Hill,false
8453916489,Westley,10/04/2024,wvanyutinb8@virginia.edu,mustard oil,oil,11,1760,PayPal,0.9%,80%,1724.8,pending,21583 Lillian Lane,false
1130507351,Ingram,20/03/2024,iklehynb9@nature.com,coconut oil,oil,21,4200,debit card,2%,10%,3780,pending,5280 Hanson Circle,false
6635553371,Yehudit,20/01/2024,yharrismithba@msn.com,olive oil,oil,18,3960,PayPal,2%,80%,3880.8,pending,1820 Artisan Alley,true
4528417138,Celestyn,13/04/2024,cpunterbb@umich.edu,Sunflower oil,oil,9,1350,Gpay,2%,10%,1215,pending,3 Thierer Alley,true
5109776938,Paton,18/03/2024,pgossingtonbc@archive.org,mustard oil,oil,17,2720,credit card,0.9%,90%,2638.4,pending,253 Talisman Parkway,true
8301459107,Annora,29/03/2024,anootbd@cdbaby.com,mustard oil,oil,14,2240,debit card,2%,90%,2172.8,pending,9 Heffernan Trail,false
6193516956,Lucille,29/03/2024,llysonsbe@java.com,coconut oil,oil,16,3200,credit card,1%,10%,2880,pending,105 Corscot Way,false
9068771493,Patty,15/02/2024,pallcoatbf@disqus.com,coconut oil,oil,7,1400,debit card,2%,90%,1358,pending,7477 7th Point,false
9556353976,Kaela,06/03/2024,kspilsburybg@economist.com,Sunflower oil,oil,9,1350,debit card,0.9%,100%,1282.5,paid,07 Westport Court,false
3094168698,Alaine,12/02/2024,alowtherbh@cornell.edu,palm oil,oil,15,1800,PayPal,2%,90%,1746,pending,0 Starling Court,true
5716720668,Flinn,04/03/2024,fvanlintbi@uol.com.br,mustard oil,oil,22,3520,debit card,1%,50%,3484.8,pending,5 Shopko Drive,false
1760952001,Xaviera,06/01/2024,xgleadhallbj@yandex.ru,Sunflower oil,oil,1,150,credit card,2%,50%,148.5,pending,50181 Sullivan Hill,false
0255419902,Sayer,19/04/2024,sjoscelinbk@fotki.com,coconut oil,oil,16,3200,PayPal,1%,50%,3168,pending,39460 Meadow Ridge Pass,false
4153731439,Harmony,29/03/2024,hricharzbl@tinyurl.com,palm oil,oil,10,1200,debit card,2%,50%,1188,pending,26773 Golf Course Alley,false
1322302154,Petronia,05/04/2024,pdurrellbm@list-manage.com,Sunflower oil,oil,13,1950,Gpay,1%,90%,1891.5,pending,5 Elka Crossing,false
2611268290,Robinetta,16/04/2024,rgossonbn@prlog.org,olive oil,oil,24,5280,PayPal,1%,10%,4752,pending,1257 Kings Trail,false
1819418669,Cloris,09/01/2024,cstotbo@forbes.com,mustard oil,oil,20,3200,credit card,2%,50%,3168,pending,01 Hintze Street,true
8375123080,Nicolina,09/03/2024,ntolottibp@behance.net,mustard oil,oil,2,320,PayPal,2%,80%,313.6,pending,22 Fair Oaks Pass,true
7417142621,Basilio,09/02/2024,bhanneybq@flickr.com,olive oil,oil,21,4620,debit card,1%,10%,4158,pending,9 Acker Lane,true
7045268386,Jacob,11/02/2024,jbailsbr@behance.net,coconut oil,oil,25,5000,debit card,0.9%,50%,4950,pending,02 North Way,true
5898529810,Aeriel,10/02/2024,akarlolczakbs@addthis.com,palm oil,oil,20,2400,PayPal,2%,100%,2280,paid,70897 Lyons Plaza,false
2208203291,Guthry,14/03/2024,gelcouxbt@samsung.com,mustard oil,oil,5,800,cash,0.9%,90%,776,pending,8 Schmedeman Park,true
1101663510,Tait,17/02/2024,tbentamebu@ucoz.com,coconut oil,oil,16,3200,cash,2%,90%,3104,pending,274 Carioca Hill,true
1648167012,Felike,10/02/2024,fbristoebv@wikia.com,palm oil,oil,16,1920,PayPal,0.9%,50%,1900.8,pending,351 Graedel Pass,false
3922916635,Charmion,31/01/2024,cmoxonbw@hatena.ne.jp,palm oil,oil,5,600,credit card,2%,100%,570,paid,90309 Anthes Court,false
8518436915,Robin,24/03/2024,rokeevanbx@liveinternet.ru,palm oil,oil,5,600,Gpay,0.9%,90%,582,pending,5086 Sunfield Junction,false
9113166611,Chet,18/02/2024,chearnahby@ebay.co.uk,olive oil,oil,10,2200,cash,2%,50%,2178,pending,90 Anniversary Avenue,true
7366263648,Shana,08/01/2024,sschistlbz@goodreads.com,palm oil,oil,7,840,cash,1%,90%,814.8,pending,57 Bay Circle,true
2856637892,Terrell,13/01/2024,togleasanec0@salon.com,olive oil,oil,22,4840,cash,1%,80%,4743.2,pending,3625 Vidon Park,true
4990188160,Troy,04/01/2024,tpetersenc1@instagram.com,palm oil,oil,1,120,credit card,2%,50%,118.8,pending,5739 Division Hill,true
9605721112,Arie,08/04/2024,atieryc2@timesonline.co.uk,coconut oil,oil,8,1600,cash,2%,100%,1520,paid,64385 Stone Corner Plaza,false
4331610586,Andrey,14/03/2024,asquirrellc3@wikimedia.org,olive oil,oil,25,5500,PayPal,1%,100%,5225,paid,3 Paget Park,false
6617132823,Katy,23/02/2024,kmelodyc4@hubpages.com,mustard oil,oil,16,2560,cash,0.9%,80%,2508.8,pending,157 Bartillon Alley,true
4379670457,Lonny,25/03/2024,lumbertc5@symantec.com,coconut oil,oil,6,1200,PayPal,2%,80%,1176,pending,1725 Porter Drive,false
3522941268,Elnora,02/02/2024,ezanellic6@cpanel.net,mustard oil,oil,23,3680,cash,0.9%,50%,3643.2,pending,81778 Mcguire Terrace,true
9500399229,Klaus,29/04/2024,kentwhistlec7@psu.edu,Sunflower oil,oil,18,2700,cash,2%,10%,2430,pending,6 Grim Street,true
0286653893,Hakim,20/03/2024,hgroganc8@sbwire.com,mustard oil,oil,24,3840,cash,0.9%,50%,3801.6,pending,11559 Randy Alley,false
2151640930,Godfree,01/03/2024,galpc9@github.io,coconut oil,oil,5,1000,cash,2%,50%,990,pending,0811 American Ash Road,false
8441858853,Ailsun,05/01/2024,abonifazioca@bizjournals.com,Sunflower oil,oil,10,1500,debit card,0.9%,90%,1455,pending,10051 Springview Trail,false
6385411052,Culver,24/01/2024,cmenauteaucb@w3.org,Sunflower oil,oil,6,900,credit card,2%,100%,855,paid,6 Artisan Crossing,true
7462519003,Fields,23/03/2024,faleevycc@paginegialle.it,coconut oil,oil,8,1600,cash,2%,100%,1520,paid,76 Springs Avenue,false
1096843927,Jordanna,17/03/2024,jferenczicd@newyorker.com,olive oil,oil,2,440,Gpay,0.9%,90%,426.8,pending,9807 Bunting Avenue,true
7147640667,Lorenza,01/01/2024,lharesnaipce@goo.gl,coconut oil,oil,3,600,cash,1%,100%,570,paid,5797 Laurel Point,false
1503173402,Crosby,31/03/2024,criordancf@netscape.com,palm oil,oil,8,960,credit card,0.9%,90%,931.2,pending,9540 Karstens Crossing,true
2973669200,Hussein,12/03/2024,hifflandcg@nbcnews.com,palm oil,oil,10,1200,Gpay,2%,100%,1140,paid,9 Fremont Street,false
4315068616,Rosalinde,21/04/2024,rcadanych@slashdot.org,palm oil,oil,25,3000,Gpay,1%,50%,2970,pending,66005 Comanche Avenue,true
6662046140,Blinni,13/04/2024,bpeploeci@springer.com,Sunflower oil,oil,8,1200,PayPal,0.9%,80%,1176,pending,8 Debra Drive,false
7378443697,Roxine,08/03/2024,rdorotcj@networkadvertising.org,coconut oil,oil,4,800,Gpay,1%,90%,776,pending,24184 Southridge Point,false
6454686558,Haley,20/03/2024,hreedck@1688.com,olive oil,oil,9,1980,debit card,0.9%,90%,1920.6,pending,4 Larry Junction,false
2857232918,Cecilius,05/02/2024,cdarlingtoncl@newsvine.com,olive oil,oil,7,1540,PayPal,1%,100%,1463,paid,851 Northfield Drive,true
2118833288,Eleonora,09/04/2024,echelamcm@networkadvertising.org,coconut oil,oil,13,2600,cash,0.9%,10%,2340,pending,774 Anderson Drive,false
8375230685,Letty,28/02/2024,lburnistoncn@posterous.com,olive oil,oil,3,660,PayPal,1%,100%,627,paid,3 Southridge Park,true
3941697706,Joel,16/01/2024,jgonnardco@example.com,mustard oil,oil,3,480,credit card,1%,10%,432,pending,73 Troy Parkway,true
9517394624,Marisa,18/02/2024,mnationcp@cyberchimps.com,Sunflower oil,oil,2,300,cash,1%,90%,291,pending,740 Waywood Parkway,true
1909442453,Olympie,30/01/2024,omullengercq@oracle.com,Sunflower oil,oil,13,1950,Gpay,1%,100%,1852.5,paid,438 Harper Junction,false
4459995719,Bambie,16/03/2024,brufflecr@blogger.com,mustard oil,oil,3,480,Gpay,2%,80%,470.4,pending,71 Maple Lane,false
7195952525,Chevy,24/01/2024,cboschmanncs@sina.com.cn,palm oil,oil,25,3000,credit card,0.9%,100%,2850,paid,9405 Tomscot Circle,true
4639244940,Mattias,30/03/2024,mdymentct@delicious.com,olive oil,oil,9,1980,Gpay,2%,80%,1940.4,pending,9076 Fairview Pass,false
9639088390,Perry,06/03/2024,padanetcu@who.int,olive oil,oil,25,5500,debit card,2%,90%,5335,pending,1596 Dahle Road,true
7916005425,Cammi,20/04/2024,cgraftonherbertcv@marriott.com,olive oil,oil,17,3740,Gpay,0.9%,50%,3702.6,pending,8818 Kipling Alley,false
8952261879,Bibi,10/01/2024,bomannioncw@businessinsider.com,palm oil,oil,23,2760,Gpay,2%,10%,2484,pending,90871 Monument Terrace,false
4528216035,Lorie,12/03/2024,ldunphycx@state.tx.us,mustard oil,oil,10,1600,debit card,1%,80%,1568,pending,3 Westport Park,true
9315563255,Noby,05/03/2024,ncullinancy@printfriendly.com,mustard oil,oil,12,1920,credit card,2%,50%,1900.8,pending,197 Pepper Wood Pass,true
8317381838,Carolin,05/02/2024,cmcnirlancz@youtu.be,mustard oil,oil,15,2400,Gpay,2%,100%,2280,paid,515 Cardinal Circle,false
9346189851,Zechariah,16/01/2024,zbullerd0@cafepress.com,coconut oil,oil,16,3200,Gpay,1%,90%,3104,pending,903 Manufacturers Alley,true
0052532186,Dorelia,26/02/2024,dfurstd1@about.com,olive oil,oil,9,1980,cash,1%,100%,1881,paid,71 Myrtle Court,true
1716816262,Cornall,17/01/2024,coluneyd2@amazonaws.com,palm oil,oil,5,600,PayPal,0.9%,80%,588,pending,798 Onsgard Parkway,true
9642840480,Craggie,11/04/2024,cfredad3@kickstarter.com,palm oil,oil,10,1200,debit card,1%,10%,1080,pending,53 Fair Oaks Alley,false
7496120006,Janaye,06/03/2024,jvanellid4@xinhuanet.com,Sunflower oil,oil,11,1650,PayPal,1%,10%,1485,pending,1 Milwaukee Way,false
1214322840,Barb,12/02/2024,bjimenod5@un.org,coconut oil,oil,16,3200,cash,0.9%,50%,3168,pending,07 Maple Wood Place,false
8859076099,Shantee,25/01/2024,sburnhardd6@storify.com,palm oil,oil,22,2640,PayPal,2%,90%,2560.8,pending,464 Bunting Drive,true
6438719633,Lotty,27/02/2024,ldysond7@altervista.org,mustard oil,oil,23,3680,credit card,0.9%,100%,3496,paid,92717 Magdeline Junction,true
6719822527,Pedro,09/01/2024,prougierd8@ibm.com,olive oil,oil,5,1100,Gpay,2%,80%,1078,pending,5 Lyons Center,false
8857692086,Hiram,22/01/2024,hmeritd9@gizmodo.com,mustard oil,oil,1,160,debit card,1%,10%,144,pending,84 Kensington Center,true
8271822934,Ivar,19/02/2024,ibraveryda@weebly.com,mustard oil,oil,24,3840,PayPal,1%,90%,3724.8,pending,3926 Sachs Avenue,true
8142588781,Emlynn,15/03/2024,eoboyledb@tripadvisor.com,coconut oil,oil,3,600,cash,2%,90%,582,pending,38 Chinook Pass,false
9313881292,Ellis,20/04/2024,egentledc@shareasale.com,palm oil,oil,19,2280,PayPal,1%,10%,2052,pending,59 Swallow Junction,true
4219971904,Cris,17/02/2024,cdelldd@omniture.com,Sunflower oil,oil,9,1350,Gpay,2%,10%,1215,pending,0394 Carberry Terrace,false
3538849455,Danika,10/01/2024,diiannonede@globo.com,Sunflower oil,oil,21,3150,cash,1%,80%,3087,pending,4 Pleasure Center,false
6760569075,Aron,21/01/2024,arosenstieldf@wikispaces.com,olive oil,oil,9,1980,Gpay,1%,10%,1782,pending,8652 Jay Hill,true
3839505011,Kenyon,23/04/2024,kmateodg@ted.com,Sunflower oil,oil,3,450,Gpay,0.9%,50%,445.5,pending,8 Marcy Park,false
0270203559,Gerri,23/02/2024,gvogelerdh@studiopress.com,palm oil,oil,20,2400,PayPal,0.9%,50%,2376,pending,1180 Express Hill,false
0998409448,Nicolis,06/02/2024,nredwingdi@fotki.com,coconut oil,oil,2,400,credit card,0.9%,100%,380,paid,49 Burrows Avenue,true
4042187579,Wilmer,05/02/2024,wpellamontdj@jugem.jp,mustard oil,oil,13,2080,debit card,2%,10%,1872,pending,14587 Sundown Circle,true
4937819127,Myrwyn,31/01/2024,mnaullsdk@umn.edu,coconut oil,oil,11,2200,credit card,1%,10%,1980,pending,3 Warbler Alley,false
8661116104,Josh,26/01/2024,jrosseydl@slashdot.org,Sunflower oil,oil,19,2850,credit card,2%,100%,2707.5,paid,7295 Hanover Parkway,true
8992871252,Pedro,08/01/2024,ppetleydm@ibm.com,coconut oil,oil,17,3400,cash,2%,100%,3230,paid,7166 Novick Trail,true
9109776222,Shelbi,29/04/2024,smayhoudn@miibeian.gov.cn,olive oil,oil,21,4620,Gpay,1%,10%,4158,pending,03432 Mcbride Street,false
3148123980,Gaven,20/04/2024,geaklydo@diigo.com,palm oil,oil,25,3000,credit card,0.9%,100%,2850,paid,67012 Daystar Place,false
9277133848,Prisca,11/01/2024,pcrosendp@tinypic.com,coconut oil,oil,16,3200,PayPal,0.9%,50%,3168,pending,634 Grim Junction,false
6096628877,Jehanna,15/04/2024,jhawkeridgedq@slideshare.net,olive oil,oil,8,1760,credit card,1%,10%,1584,pending,2 Thompson Center,false
5020124958,Garrett,06/02/2024,gbelfragedr@bizjournals.com,coconut oil,oil,23,4600,cash,0.9%,80%,4508,pending,64971 Grayhawk Trail,false
9320445826,Westbrook,07/02/2024,wodonohueds@disqus.com,palm oil,oil,4,480,PayPal,0.9%,80%,470.4,pending,74741 Gulseth Circle,true
2639971743,Richmond,21/04/2024,rforseithdt@nih.gov,coconut oil,oil,14,2800,credit card,0.9%,80%,2744,pending,6760 Crest Line Alley,true
8819312441,Son,04/01/2024,srosengrendu@usnews.com,olive oil,oil,9,1980,Gpay,2%,80%,1940.4,pending,6 Brentwood Center,false
5579151519,Mari,26/02/2024,mpittmandv@statcounter.com,coconut oil,oil,17,3400,PayPal,1%,50%,3366,pending,7 Westridge Terrace,false
1773513281,Jobyna,23/01/2024,jhirschmanndw@etsy.com,olive oil,oil,11,2420,credit card,1%,50%,2395.8,pending,502 Luster Pass,false
4186181438,Anastasie,23/04/2024,abodycotedx@booking.com,Sunflower oil,oil,3,450,PayPal,1%,100%,427.5,paid,3 Mayer Point,true
4645023217,Cam,07/03/2024,cenevolddy@buzzfeed.com,coconut oil,oil,13,2600,cash,1%,50%,2574,pending,16305 Southridge Way,false
6436253076,Melania,19/03/2024,mbreslauerdz@ft.com,Sunflower oil,oil,14,2100,PayPal,2%,90%,2037,pending,7718 Grasskamp Alley,true
4677676399,Thaddus,28/02/2024,tbotlere0@diigo.com,olive oil,oil,7,1540,cash,2%,80%,1509.2,pending,3828 Farwell Crossing,true
9490098892,Pancho,09/02/2024,psaladine1@smugmug.com,palm oil,oil,21,2520,PayPal,0.9%,10%,2268,pending,6 Hallows Alley,false
9483758076,Kiele,11/04/2024,kbeckworthe2@cmu.edu,Sunflower oil,oil,2,300,cash,0.9%,80%,294,pending,7 Meadow Ridge Center,true
5475203059,Kimberli,25/03/2024,kkubyszeke3@google.com,mustard oil,oil,13,2080,PayPal,2%,100%,1976,paid,0 Walton Crossing,false
0134346602,Willy,15/01/2024,wcrastere4@si.edu,palm oil,oil,6,720,cash,1%,80%,705.6,pending,7 Cardinal Plaza,true
1886865051,Marcel,13/01/2024,mbollinie5@epa.gov,Sunflower oil,oil,21,3150,PayPal,2%,90%,3055.5,pending,5 Lawn Place,true
1332923852,Guendolen,04/01/2024,gtrowe6@soundcloud.com,coconut oil,oil,12,2400,debit card,1%,10%,2160,pending,328 Summer Ridge Trail,true
5113804517,Teodoor,14/02/2024,tespine7@parallels.com,olive oil,oil,16,3520,debit card,2%,90%,3414.4,pending,01988 Dorton Lane,false
3215768208,Anatola,29/02/2024,avautine8@opensource.org,mustard oil,oil,18,2880,debit card,1%,50%,2851.2,pending,2525 Basil Pass,true
5268358278,Murdock,19/02/2024,mhurlese9@bing.com,mustard oil,oil,7,1120,cash,2%,10%,1008,pending,6 Hooker Junction,true
6617631250,Marigold,23/02/2024,mlarsenea@netscape.com,Sunflower oil,oil,15,2250,debit card,0.9%,50%,2227.5,pending,4467 Ludington Terrace,true
9520002561,Sheridan,16/04/2024,sryaleb@parallels.com,coconut oil,oil,2,400,debit card,2%,10%,360,pending,63 Heath Plaza,false
8764070360,Shanie,29/01/2024,slongleyec@wordpress.com,coconut oil,oil,6,1200,Gpay,1%,80%,1176,pending,4154 Oakridge Avenue,true
9760384124,Zahara,25/02/2024,zfernanandoed@businessweek.com,Sunflower oil,oil,20,3000,debit card,0.9%,90%,2910,pending,3 Banding Trail,true
9359479764,Lynna,30/03/2024,lbiagioniee@mayoclinic.com,mustard oil,oil,19,3040,PayPal,2%,50%,3009.6,pending,568 Portage Hill,true
9149251945,Timmy,24/01/2024,tdonalsonef@sakura.ne.jp,Sunflower oil,oil,7,1050,cash,0.9%,100%,997.5,paid,3543 Dottie Way,false
4453591128,Mackenzie,22/04/2024,mstorkseg@fda.gov,olive oil,oil,12,2640,credit card,1%,100%,2508,paid,93 Lukken Center,false
2120992835,Heriberto,09/01/2024,hszuberteh@cpanel.net,palm oil,oil,15,1800,credit card,0.9%,10%,1620,pending,5 Scott Drive,false
3161773918,Erminie,11/01/2024,etemblettei@telegraph.co.uk,olive oil,oil,21,4620,Gpay,1%,50%,4573.8,pending,5 Eggendart Court,true
5142900979,Skipton,21/03/2024,smotteej@dropbox.com,olive oil,oil,16,3520,Gpay,1%,90%,3414.4,pending,0035 Springview Trail,false
0381730271,Garvey,24/04/2024,ggildersek@ca.gov,palm oil,oil,10,1200,cash,2%,80%,1176,pending,8251 Gulseth Plaza,false
9761086755,Ulises,13/03/2024,upadefieldel@bloglines.com,Sunflower oil,oil,2,300,credit card,2%,50%,297,pending,492 Sullivan Way,false
5162463205,Cullie,13/03/2024,cdenisem@biglobe.ne.jp,Sunflower oil,oil,1,150,credit card,2%,10%,135,pending,21501 Nevada Alley,false
7450292203,Frazer,18/04/2024,fchastelen@opensource.org,palm oil,oil,23,2760,PayPal,1%,100%,2622,paid,54 Spohn Pass,true
6088199210,Ami,06/02/2024,apedrieo@e-recht24.de,mustard oil,oil,10,1600,debit card,0.9%,50%,1584,pending,325 Bashford Avenue,true
9773179133,Aridatha,28/01/2024,abockinep@marketwatch.com,mustard oil,oil,13,2080,debit card,0.9%,100%,1976,paid,67 Lien Parkway,false
0049056875,Susann,15/02/2024,sellinghameq@live.com,palm oil,oil,11,1320,debit card,2%,80%,1293.6,pending,4923 Amoth Avenue,false
8113786805,Sherri,04/03/2024,scastellettoer@opera.com,mustard oil,oil,18,2880,credit card,0.9%,100%,2736,paid,7 Kropf Park,false
8811094372,Vinnie,01/05/2024,vfideleres@163.com,mustard oil,oil,19,3040,cash,2%,90%,2948.8,pending,15 Buell Alley,true
1988795974,Forster,26/04/2024,fwannet@phoca.cz,palm oil,oil,18,2160,Gpay,1%,10%,1944,pending,8 Maryland Drive,false
1989674305,Kelsy,03/01/2024,kbetchleyeu@dailymail.co.uk,Sunflower oil,oil,3,450,debit card,0.9%,100%,427.5,paid,3 Nancy Avenue,true
7745264677,Berte,18/03/2024,briggertev@seattletimes.com,palm oil,oil,16,1920,debit card,1%,10%,1728,pending,5921 Browning Point,false
3694188975,Alanah,30/04/2024,aburtenshawew@cnbc.com,Sunflower oil,oil,6,900,Gpay,1%,90%,873,pending,0828 Meadow Valley Crossing,false
7741932063,Gilly,16/01/2024,groobottomex@sitemeter.com,Sunflower oil,oil,21,3150,debit card,1%,50%,3118.5,pending,20 Red Cloud Court,true
5443591193,Marcile,01/04/2024,mleeceey@psu.edu,coconut oil,oil,5,1000,credit card,0.9%,50%,990,pending,1117 Hermina Drive,false
0266011144,Eleonore,07/02/2024,emartignoniez@wiley.com,palm oil,oil,18,2160,cash,0.9%,10%,1944,pending,0458 1st Point,false
7526936319,Shayne,08/03/2024,spawfootf0@about.me,Sunflower oil,oil,1,150,debit card,2%,50%,148.5,pending,33 Holy Cross Street,true
5882077419,Lutero,08/02/2024,lodamf1@ask.com,coconut oil,oil,11,2200,cash,1%,90%,2134,pending,6 Almo Crossing,false
8750939777,Augustus,20/03/2024,aduncombef2@creativecommons.org,mustard oil,oil,25,4000,Gpay,0.9%,10%,3600,pending,6 Iowa Pass,true
8974669315,Laetitia,24/03/2024,ltarlingf3@exblog.jp,Sunflower oil,oil,18,2700,debit card,1%,80%,2646,pending,1 Monterey Street,false
9416140422,Isa,07/04/2024,igravenellf4@artisteer.com,Sunflower oil,oil,24,3600,cash,2%,100%,3420,paid,51673 Hallows Alley,false
7536682867,Bibi,09/03/2024,btruluckf5@bbc.co.uk,mustard oil,oil,3,480,cash,2%,90%,465.6,pending,64 Erie Circle,false
3271448639,Correy,20/03/2024,crumminf6@google.com.hk,mustard oil,oil,13,2080,credit card,1%,10%,1872,pending,7791 Anderson Point,true
0230714447,Larina,10/02/2024,lnoarf7@google.fr,coconut oil,oil,1,200,Gpay,2%,80%,196,pending,34330 Memorial Drive,false
0076866424,Bernardina,18/01/2024,bhenkef8@usda.gov,palm oil,oil,16,1920,PayPal,1%,90%,1862.4,pending,6574 Pennsylvania Trail,true
1980185603,Umeko,30/03/2024,udresself9@washingtonpost.com,olive oil,oil,10,2200,debit card,0.9%,100%,2090,paid,883 Roxbury Point,false
4758444013,Ange,09/02/2024,aciabatterifa@exblog.jp,mustard oil,oil,21,3360,cash,0.9%,100%,3192,paid,17765 Merry Circle,false
8504755878,Ron,30/04/2024,rwashingtonfb@netvibes.com,Sunflower oil,oil,7,1050,debit card,2%,50%,1039.5,pending,7636 Derek Way,true
2921381516,Irwinn,12/01/2024,imcgivenfc@forbes.com,coconut oil,oil,8,1600,PayPal,2%,10%,1440,pending,5322 Moose Pass,false
0216719259,Zia,07/03/2024,ztommaseofd@squidoo.com,Sunflower oil,oil,2,300,cash,2%,90%,291,pending,92 American Ash Junction,true
1425258786,Bernelle,26/03/2024,bstanluckfe@ocn.ne.jp,palm oil,oil,17,2040,Gpay,0.9%,10%,1836,pending,46 Hooker Parkway,false
4582740707,Ladonna,20/03/2024,lmitchelmoreff@xing.com,mustard oil,oil,7,1120,debit card,2%,10%,1008,pending,57171 Pierstorff Alley,true
6971011422,Sue,01/04/2024,spiggremfg@amazonaws.com,Sunflower oil,oil,15,2250,debit card,2%,90%,2182.5,pending,539 Thackeray Way,false
4747866248,Goddart,24/01/2024,gwallerfh@upenn.edu,coconut oil,oil,12,2400,cash,0.9%,10%,2160,pending,9797 Gateway Parkway,true
6855333664,Niel,03/01/2024,ndavisonfi@prweb.com,palm oil,oil,8,960,PayPal,0.9%,90%,931.2,pending,9243 Macpherson Court,true
8241111517,Tedda,29/03/2024,tjancsofj@cmu.edu,mustard oil,oil,2,320,debit card,0.9%,50%,316.8,pending,491 Pleasure Alley,false
